entry_date,exit_date,days_held,S_entry,S_exit,K1,K2,premium,max_profit,max_loss,pnl,pnl_pct,short_delta,sigma,exit_reason,signal
2010-12-22,2010-12-28,6,96.22132110595705,96.26,91.41,86.6,0.1085,0.1085,4.7015,0.0571,1.21,-0.0681,0.1314,profit_target,signal_C
2010-12-28,2011-01-03,6,96.2595672607422,97.19,91.45,86.63,0.0859,0.0859,4.7341,0.0757,1.6,-0.0582,0.1244,profit_target,signal_C
2011-01-03,2011-01-06,3,97.19288635253906,97.45,92.33,87.47,0.0464,0.0464,4.8136,0.032,0.67,-0.0376,0.1097,profit_target,signal_C
2011-01-06,2011-01-10,4,97.4529800415039,97.14,92.58,87.71,0.0255,0.0255,4.8445,0.018,0.37,-0.0244,0.0988,profit_target,signal_C
2011-01-10,2011-01-12,2,97.13931274414062,98.36,92.28,87.43,0.0081,0.0081,4.8419,0.0072,0.15,-0.0101,0.0837,profit_target,signal_C
2011-01-12,2011-01-13,1,98.36331939697266,98.2,93.45,88.53,0.0072,0.0072,4.9128,0.0066,0.13,-0.0092,0.0823,profit_target,signal_C
2011-01-13,2011-01-14,1,98.20269012451172,98.91,93.29,88.38,0.0005,0.0005,4.9095,0.0005,0.01,-0.001,0.0627,profit_target,signal_C
2011-01-14,2011-01-18,4,98.91413116455078,99.08,93.97,89.02,0.0001,0.0001,4.9499,0.0001,0.0,-0.0003,0.0564,profit_target,signal_C
2011-01-18,2011-01-19,1,99.08244323730467,98.11,94.13,89.17,0.0001,0.0001,4.9599,-0.0039,-0.08,-0.0003,0.0563,stop_loss,signal_C
2011-01-19,2011-01-24,5,98.11087036132812,98.76,93.21,88.3,0.0008,0.0008,4.9092,0.0007,0.01,-0.0015,0.0654,profit_target,signal_C
2011-01-24,2011-01-26,2,98.76113891601562,99.2,93.82,88.89,0.0009,0.0009,4.9291,0.0007,0.01,-0.0017,0.0664,profit_target,signal_C
2011-01-26,2011-01-28,2,99.19718933105467,97.71,94.24,89.28,0.0008,0.0008,4.9592,-0.0392,-0.79,-0.0016,0.0656,stop_loss,signal_C
2011-02-01,2011-02-07,6,100.01573944091795,100.96,95.01,90.01,0.0209,0.0209,4.9791,0.0176,0.35,-0.0206,0.0954,profit_target,signal_C
2011-02-08,2011-02-14,6,101.41571044921876,102.07,96.34,91.27,0.0217,0.0217,5.0483,0.0162,0.32,-0.021,0.0957,profit_target,signal_C
2011-02-14,2011-02-17,3,102.07357788085938,102.7,96.97,91.87,0.0233,0.0233,5.0767,0.0157,0.31,-0.022,0.0966,profit_target,signal_C
2011-02-17,2011-02-22,5,102.70086669921876,100.85,97.57,92.43,0.0207,0.0207,5.1193,-0.1338,-2.61,-0.0201,0.0947,stop_loss,signal_C
2012-01-27,2012-02-01,5,102.95755767822266,103.47,97.81,92.66,0.1269,0.1269,5.0231,0.0702,1.4,-0.0723,0.1342,profit_target,signal_C
2012-02-01,2012-02-03,2,103.46524810791016,105.08,98.29,93.12,0.115,0.115,5.055,0.1095,2.17,-0.0675,0.131,profit_target,signal_C
2012-02-03,2012-02-08,5,105.08197784423828,105.59,99.83,94.57,0.0326,0.0326,5.2274,0.0232,0.44,-0.0276,0.1015,profit_target,signal_C
2012-02-08,2012-02-13,5,105.58968353271484,105.72,100.31,95.03,0.0271,0.0271,5.2529,0.0201,0.38,-0.024,0.0984,profit_target,signal_C
2012-02-13,2012-02-16,3,105.72244262695312,106.26,100.44,95.15,0.015,0.015,5.275,0.0115,0.22,-0.0153,0.0899,profit_target,signal_C
2012-02-16,2012-02-21,5,106.26136779785156,106.59,100.95,95.64,0.01,0.01,5.3,0.007,0.13,-0.0111,0.085,profit_target,signal_C
2012-02-21,2012-02-24,3,106.58941650390624,106.95,101.26,95.93,0.0091,0.0091,5.3209,0.0054,0.1,-0.0103,0.084,profit_target,signal_C
2012-02-24,2012-02-28,4,106.94867706298828,107.44,101.6,96.25,0.0086,0.0086,5.3414,0.0067,0.12,-0.0099,0.0833,profit_target,signal_C
2012-02-28,2012-03-06,7,107.44076538085938,105.25,102.07,96.7,0.0066,0.0066,5.3634,-0.0693,-1.29,-0.008,0.0806,stop_loss,signal_C
2012-03-08,2012-03-12,4,107.0346221923828,107.46,101.68,96.33,0.0213,0.0213,5.3287,0.0136,0.26,-0.0199,0.0946,profit_target,signal_C
2012-03-12,2012-03-13,1,107.45635986328124,109.39,102.08,96.71,0.019,0.019,5.351,0.0131,0.25,-0.0182,0.093,profit_target,signal_C
2012-03-13,2012-03-15,2,109.39336395263672,109.91,103.92,98.45,0.0372,0.0372,5.4328,0.0186,0.34,-0.0295,0.1032,profit_target,signal_C
2012-03-15,2012-03-19,4,109.90885925292967,110.49,104.41,98.92,0.0351,0.0351,5.4549,0.0265,0.49,-0.0282,0.1021,profit_target,signal_C
2012-03-19,2012-03-26,7,110.49253845214844,111.09,104.97,99.44,0.0241,0.0241,5.5059,0.014,0.25,-0.0213,0.0959,profit_target,signal_C
2012-03-26,2012-04-02,7,111.08870697021484,111.27,105.53,99.98,0.0381,0.0381,5.5119,0.0251,0.46,-0.0297,0.1034,profit_target,signal_C
2012-04-02,2012-04-04,2,111.26912689208984,109.72,105.71,100.14,0.0337,0.0337,5.5363,-0.0852,-1.54,-0.0271,0.1011,stop_loss,signal_C
2012-04-04,2012-04-10,6,109.71591186523438,106.61,104.23,98.74,0.0452,0.0452,5.4448,-0.3316,-6.09,-0.0339,0.1067,stop_loss,signal_C
2012-06-11,2012-06-14,3,103.08710479736328,104.7,97.93,92.78,0.2311,0.2311,4.9189,0.1205,2.45,-0.1063,0.158,profit_target,signal_C
2012-09-13,2012-09-17,4,115.59114837646484,115.71,109.81,104.03,0.0446,0.0446,5.7354,0.0358,0.62,-0.0324,0.1055,profit_target,signal_C
2012-09-17,2012-09-26,9,115.7094955444336,113.59,109.92,104.14,0.0159,0.0159,5.7641,-0.0582,-1.01,-0.0149,0.0896,stop_loss,signal_C
2012-09-26,2012-09-27,1,113.5922393798828,114.66,107.91,102.23,0.0287,0.0287,5.6513,0.0158,0.28,-0.0237,0.0982,profit_target,signal_C
2012-09-27,2012-10-03,6,114.66240692138672,115.02,108.93,103.2,0.0352,0.0352,5.6948,0.0223,0.39,-0.0274,0.1014,profit_target,signal_C
2012-10-03,2012-10-05,2,115.01912689208984,115.85,109.27,103.52,0.0341,0.0341,5.7159,0.0224,0.39,-0.0267,0.1008,profit_target,signal_C
2012-10-05,2012-10-09,4,115.85152435302734,114.31,110.06,104.27,0.0299,0.0299,5.7601,-0.0604,-1.05,-0.0241,0.0985,stop_loss,signal_C
2012-10-09,2012-10-16,7,114.31356811523438,115.38,108.6,102.88,0.0398,0.0398,5.6802,0.0299,0.53,-0.03,0.1036,profit_target,signal_C
2013-01-23,2013-01-28,5,119.25191497802734,119.81,113.29,107.33,0.0938,0.0938,5.8662,0.0505,0.86,-0.0534,0.1211,profit_target,signal_C
2013-01-28,2013-02-01,4,119.81078338623048,120.74,113.82,107.83,0.0939,0.0939,5.8961,0.0659,1.12,-0.0533,0.121,profit_target,signal_C
2013-02-01,2013-02-08,7,120.74484252929688,121.19,114.71,108.67,0.0754,0.0754,5.9646,0.0481,0.81,-0.0455,0.1154,profit_target,signal_C
2013-02-08,2013-02-12,4,121.19196319580078,121.37,115.13,109.07,0.0728,0.0728,5.9872,0.0414,0.69,-0.0443,0.1146,profit_target,signal_C
2013-02-12,2013-02-14,2,121.36756896972656,121.58,115.3,109.23,0.0518,0.0518,6.0182,0.0506,0.84,-0.0348,0.1074,profit_target,signal_C
2013-02-14,2013-02-19,5,121.58312225341795,122.35,115.5,109.42,0.0022,0.0022,6.0778,0.0019,0.03,-0.0029,0.0704,profit_target,signal_C
2013-02-19,2013-02-20,1,122.34957122802734,120.82,116.23,110.11,0.0026,0.0026,6.1174,-0.0311,-0.51,-0.0034,0.0717,stop_loss,signal_C
2013-02-20,2013-02-25,5,120.82466888427734,118.96,114.78,108.74,0.0083,0.0083,6.0317,-0.0955,-1.58,-0.0087,0.0817,stop_loss,signal_C
2013-02-27,2013-03-04,5,121.27975463867188,122.09,115.22,109.15,0.0601,0.0601,6.0099,0.0393,0.65,-0.0387,0.1103,profit_target,signal_C
2013-03-11,2013-03-19,8,124.56905364990234,123.98,118.34,112.11,0.0661,0.0661,6.1639,0.0358,0.58,-0.0406,0.1119,profit_target,signal_C
2013-03-19,2013-03-20,1,123.9843521118164,124.85,117.79,111.59,0.0441,0.0441,6.1559,0.0252,0.41,-0.0305,0.1039,profit_target,signal_C
2013-03-20,2013-03-28,8,124.8504409790039,125.64,118.61,112.37,0.0398,0.0398,6.2002,0.0256,0.41,-0.0282,0.102,profit_target,signal_C
2013-05-14,2013-05-17,3,132.5006866455078,133.87,125.88,119.25,0.1527,0.1527,6.4773,0.0969,1.5,-0.0691,0.132,profit_target,signal_C
2013-05-17,2013-05-28,11,133.8719940185547,133.36,127.18,120.48,0.1406,0.1406,6.5594,0.1199,1.83,-0.065,0.1292,profit_target,signal_C
2013-05-28,2013-05-30,2,133.3587646484375,132.98,126.69,120.02,0.05,0.05,6.62,0.0311,0.47,-0.0317,0.1049,profit_target,signal_C
2013-05-30,2013-05-31,1,132.98182678222656,131.07,126.33,119.68,0.017,0.017,6.633,-0.0927,-1.4,-0.0141,0.0887,stop_loss,signal_C
2013-05-31,2013-06-03,3,131.07327270507812,131.8,124.52,117.97,0.033,0.033,6.517,0.0207,0.32,-0.0237,0.0981,profit_target,signal_C
2013-06-03,2013-06-05,2,131.79501342773438,129.33,125.21,118.62,0.0304,0.0304,6.5596,-0.1555,-2.37,-0.0222,0.0967,stop_loss,signal_C
2013-10-28,2013-11-04,7,142.76205444335938,143.25,135.62,128.49,0.1001,0.1001,7.0299,0.0706,1.0,-0.0493,0.1183,profit_target,signal_C
2013-11-04,2013-11-13,9,143.24810791015625,144.5,136.09,128.92,0.0792,0.0792,7.0908,0.0555,0.78,-0.0418,0.1127,profit_target,signal_C
2013-11-18,2013-11-21,3,145.3462371826172,145.74,138.08,130.81,0.0852,0.0852,7.1848,0.0702,0.98,-0.0436,0.114,profit_target,signal_C
2013-11-25,2013-11-27,2,146.32647705078125,146.72,139.01,131.69,0.0274,0.0274,7.2926,0.0214,0.29,-0.0189,0.0937,profit_target,signal_C
2013-11-27,2013-12-06,9,146.723388671875,146.58,139.39,132.05,0.011,0.011,7.329,0.0064,0.09,-0.0093,0.0826,profit_target,signal_C
2014-02-11,2014-02-14,3,148.22044372558594,149.88,140.81,133.4,0.2364,0.2364,7.1736,0.1397,1.95,-0.0856,0.1433,profit_target,signal_C
2014-06-11,2014-06-12,1,159.46060180664062,158.33,151.49,143.51,0.0033,0.0033,7.9767,-0.0096,-0.12,-0.0033,0.0714,stop_loss,signal_C
2014-06-12,2014-06-16,4,158.33160400390625,158.95,150.42,142.5,0.0053,0.0053,7.9147,0.0038,0.05,-0.0049,0.0751,profit_target,signal_C
2014-06-18,2014-06-20,2,160.5568389892578,161.06,152.53,144.5,0.0032,0.0032,8.0268,0.0021,0.03,-0.0032,0.0711,profit_target,signal_C
2014-06-20,2014-06-26,6,161.0631103515625,160.65,153.01,144.96,0.0026,0.0026,8.0474,0.0016,0.02,-0.0026,0.0696,profit_target,signal_C
2014-06-26,2014-06-27,1,160.65213012695312,160.96,152.62,144.59,0.0018,0.0018,8.0282,0.0015,0.02,-0.002,0.0674,profit_target,signal_C
2014-06-27,2014-07-01,4,160.96449279785156,161.96,152.92,144.87,0.0005,0.0005,8.0495,0.0004,0.01,-0.0007,0.0603,profit_target,signal_C
2014-07-01,2014-07-02,1,161.95907592773438,162.12,153.86,145.76,0.0007,0.0007,8.0993,0.0005,0.01,-0.0009,0.0619,profit_target,signal_C
2014-07-02,2014-07-03,1,162.12347412109375,162.92,154.02,145.91,0.0002,0.0002,8.1098,0.0002,0.0,-0.0004,0.0572,profit_target,signal_C
2014-07-03,2014-07-08,5,162.92083740234375,161.31,154.77,146.63,0.0001,0.0001,8.1399,-0.0016,-0.02,-0.0002,0.0545,stop_loss,signal_C
2014-07-08,2014-07-09,1,161.30975341796875,162.03,153.24,145.18,0.0005,0.0005,8.0595,0.0004,0.0,-0.0007,0.0605,profit_target,signal_C
2014-07-09,2014-07-14,5,162.0330810546875,162.43,153.93,145.83,0.0004,0.0004,8.0996,0.0003,0.0,-0.0006,0.0595,profit_target,signal_C
2014-11-12,2014-11-18,6,168.43931579589844,169.75,160.02,151.6,0.3383,0.3383,8.0817,0.2341,2.9,-0.0992,0.1528,profit_target,signal_C
2014-11-18,2014-11-20,2,169.75233459472656,169.78,161.26,152.78,0.2586,0.2586,8.2214,0.1587,1.93,-0.083,0.1417,profit_target,signal_C
2014-11-20,2014-11-21,1,169.77711486816406,170.69,161.29,152.8,0.1178,0.1178,8.3722,0.066,0.79,-0.049,0.118,profit_target,signal_C
2014-11-21,2014-11-24,3,170.685546875,171.16,162.15,153.62,0.0868,0.0868,8.4432,0.0683,0.81,-0.0394,0.111,profit_target,signal_C
2014-11-24,2014-11-26,2,171.16461181640625,171.48,162.61,154.05,0.0345,0.0345,8.5255,0.0179,0.21,-0.0201,0.0947,profit_target,signal_C
2014-11-26,2014-12-03,7,171.4783935546875,171.68,162.9,154.33,0.0253,0.0253,8.5447,0.0237,0.28,-0.0158,0.0905,profit_target,signal_C
2014-12-03,2014-12-05,2,171.68484497070312,171.78,163.1,154.52,0.0064,0.0064,8.5736,0.0054,0.06,-0.0053,0.076,profit_target,signal_C
2014-12-05,2014-12-10,5,171.7756805419922,167.78,163.19,154.6,0.0016,0.0016,8.5884,-0.1032,-1.2,-0.0017,0.066,stop_loss,signal_C
2014-12-18,2014-12-22,4,170.7681427001953,172.28,162.23,153.69,0.174,0.174,8.366,0.1027,1.23,-0.0637,0.1283,profit_target,signal_C
2014-12-22,2014-12-29,7,172.2836151123047,173.32,163.67,155.06,0.1788,0.1788,8.4312,0.1142,1.35,-0.0645,0.1288,profit_target,signal_C
2014-12-29,2015-01-05,7,173.32164001464844,167.51,164.66,155.99,0.1797,0.1797,8.4903,-0.8409,-9.9,-0.0644,0.1288,stop_loss,signal_C
2015-11-03,2015-11-13,10,177.7725830078125,170.64,168.88,160.0,0.319,0.319,8.561,-0.7826,-9.14,-0.0923,0.1481,stop_loss,signal_C
2016-11-09,2016-11-14,5,186.2308654785156,186.41,176.92,167.61,0.0648,0.0648,9.2452,0.0405,0.44,-0.03,0.1036,profit_target,signal_C
2016-11-14,2016-11-15,1,186.41162109375,187.87,177.09,167.77,0.046,0.046,9.274,0.0252,0.27,-0.0233,0.0978,profit_target,signal_C
2016-11-15,2016-11-21,6,187.8660430908203,189.48,178.47,169.08,0.0497,0.0497,9.3403,0.0388,0.42,-0.0245,0.0989,profit_target,signal_C
2016-11-21,2016-11-22,1,189.47555541992188,189.85,180.0,170.53,0.0544,0.0544,9.4156,0.0314,0.33,-0.0261,0.1003,profit_target,signal_C
2016-11-22,2016-11-25,3,189.8456573486328,190.65,180.35,170.86,0.0314,0.0314,9.4586,0.0183,0.19,-0.0173,0.092,profit_target,signal_C
2016-11-25,2016-12-05,10,190.6546173095703,190.21,181.12,171.59,0.0301,0.0301,9.4999,0.0182,0.19,-0.0167,0.0914,profit_target,signal_C
2016-12-05,2016-12-07,2,190.20709228515625,193.31,180.7,171.19,0.0341,0.0341,9.4759,0.0273,0.29,-0.0183,0.0931,profit_target,signal_C
2016-12-07,2016-12-09,2,193.30551147460935,194.95,183.64,173.97,0.0483,0.0483,9.6217,0.0327,0.34,-0.0235,0.098,profit_target,signal_C
2016-12-09,2016-12-13,4,194.94940185546875,196.03,185.2,175.45,0.0465,0.0465,9.7035,0.0297,0.31,-0.0227,0.0973,profit_target,signal_C
2016-12-13,2016-12-20,7,196.02517700195312,196.0,186.22,176.42,0.0468,0.0468,9.7532,0.0451,0.46,-0.0227,0.0973,profit_target,signal_C
2016-12-20,2016-12-27,7,196.00320434570312,195.89,186.2,176.4,0.0055,0.0055,9.7945,0.0045,0.05,-0.0042,0.0737,profit_target,signal_C
2016-12-27,2016-12-28,1,195.890625,194.27,186.1,176.3,0.0033,0.0033,9.7967,-0.0163,-0.17,-0.0028,0.0699,stop_loss,signal_C
2016-12-28,2017-01-03,6,194.2717742919922,195.0,184.56,174.84,0.0069,0.0069,9.7131,0.0055,0.06,-0.0051,0.0756,profit_target,signal_C
2017-01-03,2017-01-04,1,194.9989318847656,196.16,185.25,175.5,0.0069,0.0069,9.7431,0.0043,0.04,-0.0051,0.0756,profit_target,signal_C
2017-01-04,2017-01-06,2,196.1590118408203,196.7,186.35,176.54,0.0074,0.0074,9.8026,0.0045,0.05,-0.0054,0.0761,profit_target,signal_C
2017-01-06,2017-01-11,5,196.7044677734375,196.61,186.87,177.03,0.006,0.006,9.834,0.0034,0.03,-0.0046,0.0744,profit_target,signal_C
2017-01-11,2017-01-18,7,196.6091766357422,196.31,186.78,176.95,0.0053,0.0053,9.8247,0.0032,0.03,-0.0041,0.0734,profit_target,signal_C
2017-02-17,2017-02-21,4,203.5265045166016,204.74,193.35,183.17,0.0003,0.0003,10.1797,0.0003,0.0,-0.0004,0.0577,profit_target,signal_C
2017-02-21,2017-02-23,2,204.73851013183597,204.7,194.5,184.26,0.0005,0.0005,10.2395,0.0003,0.0,-0.0005,0.0589,profit_target,signal_C
2017-02-23,2017-02-27,4,204.69517517089844,205.28,194.46,184.23,0.0003,0.0003,10.2297,0.0003,0.0,-0.0004,0.0576,profit_target,signal_C
2017-02-27,2017-03-02,3,205.2752227783203,206.28,195.01,184.75,0.0002,0.0002,10.2598,-0.0007,-0.01,-0.0003,0.0562,stop_loss,signal_C
2017-03-02,2017-03-09,7,206.2795562744141,205.06,195.97,185.65,0.0037,0.0037,10.3163,0.0022,0.02,-0.0029,0.0703,profit_target,signal_C
2017-03-09,2017-03-10,1,205.05882263183597,205.78,194.81,184.55,0.0017,0.0017,10.2583,0.001,0.01,-0.0015,0.0654,profit_target,signal_C
2017-03-10,2017-03-13,3,205.7774200439453,205.88,195.49,185.2,0.0017,0.0017,10.2883,0.0009,0.01,-0.0015,0.0655,profit_target,signal_C
2017-03-13,2017-03-15,2,205.8813018798828,206.87,195.59,185.29,0.0016,0.0016,10.2984,0.0011,0.01,-0.0014,0.065,profit_target,signal_C
2017-03-15,2017-03-21,6,206.86822509765625,203.23,196.52,186.18,0.0019,0.0019,10.3381,-0.0467,-0.45,-0.0017,0.0662,stop_loss,signal_C
2017-10-11,2017-10-13,2,223.9282989501953,223.87,212.73,201.54,0.0001,0.0001,11.1899,0.0001,0.0,-0.0001,0.0512,profit_target,signal_C
2017-10-13,2017-10-16,3,223.8668670654297,224.17,212.67,201.48,0.0,0.0,11.19,-0.0,-0.0,-0.0,0.049,stop_loss,signal_C
2017-10-16,2017-10-17,1,224.1654052734375,224.32,212.96,201.75,0.0,0.0,11.21,-0.0,-0.0,-0.0,0.049,stop_loss,signal_C
2017-10-17,2017-10-18,1,224.3234100341797,224.54,213.11,201.89,0.0,0.0,11.22,-0.0,-0.0,-0.0,0.0421,stop_loss,signal_C
2017-10-18,2017-10-19,1,224.54290771484372,224.6,213.32,202.09,0.0,0.0,11.23,-0.0,-0.0,-0.0,0.0417,stop_loss,signal_C
2017-10-19,2017-10-20,1,224.60438537597656,225.76,213.37,202.14,0.0,0.0,11.23,-0.0,-0.0,-0.0,0.0416,stop_loss,signal_C
2017-10-20,2017-10-23,3,225.76348876953125,224.89,214.48,203.19,0.0,0.0,11.29,-0.0,-0.0,-0.0,0.0423,stop_loss,signal_C
2017-10-23,2017-10-24,1,224.88540649414065,225.28,213.64,202.4,0.0,0.0,11.24,-0.0,-0.0,-0.0,0.0357,stop_loss,signal_C
2017-10-24,2017-10-25,1,225.2805328369141,224.17,214.02,202.75,0.0,0.0,11.27,-0.0,-0.0,-0.0,0.0351,stop_loss,signal_C
2017-10-25,2017-10-26,1,224.1654052734375,224.46,212.96,201.75,0.0,0.0,11.21,-0.0,-0.0,-0.0,0.0392,stop_loss,signal_C
2017-10-26,2017-10-27,1,224.45513916015625,226.29,213.23,202.01,0.0,0.0,11.22,-0.0,-0.0,-0.0,0.039,stop_loss,signal_C
2017-10-27,2017-10-30,3,226.2902984619141,225.45,214.98,203.66,0.0,0.0,11.32,-0.0,-0.0,-0.0,0.0443,stop_loss,signal_C
2017-10-30,2017-10-31,1,225.4474029541016,225.8,214.18,202.9,0.0,0.0,11.28,-0.0,-0.0,-0.0,0.0464,stop_loss,signal_C
2017-10-31,2017-11-01,1,225.7986602783203,226.1,214.51,203.22,0.0,0.0,11.29,-0.0,-0.0,-0.0,0.0464,stop_loss,signal_C
2017-11-01,2017-11-02,1,226.09713745117188,226.18,214.79,203.49,0.0,0.0,11.3,-0.0,-0.0,-0.0,0.0464,stop_loss,signal_C
2017-11-02,2017-11-03,1,226.1849822998047,226.94,214.88,203.57,0.0,0.0,11.31,-0.0,-0.0,-0.0,0.0451,stop_loss,signal_C
2017-11-03,2017-11-06,3,226.9401092529297,227.29,215.59,204.25,0.0,0.0,11.34,-0.0,-0.0,-0.0,0.0455,stop_loss,signal_C
2017-11-06,2017-11-07,1,227.29135131835935,227.13,215.93,204.56,0.0,0.0,11.37,-0.0,-0.0,-0.0,0.0445,stop_loss,signal_C
2017-11-07,2017-11-08,1,227.13327026367188,227.52,215.78,204.42,0.0,0.0,11.36,-0.0,-0.0,-0.0,0.0448,stop_loss,signal_C
2017-11-08,2017-11-09,1,227.51959228515625,226.69,216.14,204.77,0.0,0.0,11.37,-0.0,-0.0,-0.0,0.0441,stop_loss,signal_C
2017-11-09,2017-11-10,1,226.6942596435547,226.62,215.36,204.02,0.0,0.0,11.34,-0.0,-0.0,-0.0,0.0463,stop_loss,signal_C
2017-11-10,2017-11-13,3,226.62405395507807,226.83,215.29,203.96,0.0,0.0,11.33,-0.0,-0.0,-0.0,0.0458,stop_loss,signal_C
2017-11-13,2017-11-14,1,226.83474731445312,226.31,215.49,204.15,0.0,0.0,11.34,-0.0,-0.0,-0.0,0.0447,stop_loss,signal_C
2017-11-29,2017-11-30,1,230.68072509765625,232.7,219.15,207.61,0.0008,0.0008,11.5392,0.0006,0.0,-0.0007,0.0609,profit_target,signal_C
2017-11-30,2017-12-07,7,232.7003936767578,231.87,221.07,209.43,0.0018,0.0018,11.6382,0.0012,0.01,-0.0014,0.0649,profit_target,signal_C
2017-12-07,2017-12-08,1,231.8748779296875,233.14,220.28,208.69,0.0011,0.0011,11.5889,0.0007,0.01,-0.001,0.0624,profit_target,signal_C
2017-12-08,2017-12-11,3,233.1393585205078,233.84,221.48,209.83,0.0014,0.0014,11.6486,0.0012,0.01,-0.0012,0.0637,profit_target,signal_C
2017-12-11,2017-12-12,1,233.8418884277344,234.25,222.15,210.46,0.0008,0.0008,11.6892,0.0005,0.0,-0.0007,0.0605,profit_target,signal_C
2017-12-12,2017-12-18,6,234.2545166015625,236.71,222.54,210.83,0.0005,0.0005,11.7095,0.0004,0.0,-0.0005,0.0588,profit_target,signal_C
2017-12-18,2017-12-26,8,236.70513916015625,235.81,224.87,213.03,0.0021,0.0021,11.8379,0.0011,0.01,-0.0016,0.0658,profit_target,signal_C
2017-12-26,2017-12-28,2,235.8137969970703,236.41,224.02,212.23,0.0022,0.0022,11.7878,0.0014,0.01,-0.0017,0.0663,profit_target,signal_C
2017-12-28,2018-01-02,5,236.41395568847656,237.21,224.59,212.77,0.0019,0.0019,11.8181,0.0017,0.01,-0.0015,0.0655,profit_target,signal_C
2018-01-02,2018-01-03,1,237.20819091796875,238.71,225.35,213.49,0.0013,0.0013,11.8587,0.001,0.01,-0.0011,0.0633,profit_target,signal_C
2018-01-03,2018-01-04,1,238.70860290527344,239.71,226.77,214.84,0.0014,0.0014,11.9286,0.0009,0.01,-0.0011,0.0634,profit_target,signal_C
2018-01-04,2018-01-05,1,239.7147216796875,241.31,227.73,215.74,0.0015,0.0015,11.9885,0.0012,0.01,-0.0012,0.0638,profit_target,signal_C
2018-01-05,2018-01-08,3,241.31219482421875,241.75,229.25,217.18,0.0015,0.0015,12.0685,0.001,0.01,-0.0012,0.0639,profit_target,signal_C
2018-01-08,2018-01-11,3,241.75341796875,243.7,229.67,217.58,0.0014,0.0014,12.0886,0.0013,0.01,-0.0011,0.0634,profit_target,signal_C
2018-01-11,2018-01-12,1,243.69512939453125,245.28,231.51,219.33,0.0009,0.0009,12.1791,0.0007,0.01,-0.0008,0.0611,profit_target,signal_C
2018-01-12,2018-01-17,5,245.2837677001953,246.78,233.02,220.76,0.0011,0.0011,12.2589,0.001,0.01,-0.0009,0.0621,profit_target,signal_C
2018-01-17,2018-01-19,2,246.7752685546875,247.48,234.44,222.1,0.0015,0.0015,12.3385,0.0011,0.01,-0.0012,0.0638,profit_target,signal_C
2018-01-19,2018-01-22,3,247.4813690185547,249.49,235.11,222.73,0.0011,0.0011,12.3789,0.001,0.01,-0.0009,0.0621,profit_target,signal_C
2018-01-22,2018-01-24,2,249.4936370849609,249.93,237.02,224.54,0.0016,0.0016,12.4784,0.0008,0.01,-0.0012,0.064,profit_target,signal_C
2018-01-24,2018-01-26,2,249.92611694335935,252.93,237.43,224.93,0.0016,0.0016,12.4984,0.0013,0.01,-0.0012,0.0639,profit_target,signal_C
2018-01-26,2018-01-29,3,252.9267425537109,251.25,240.28,227.63,0.004,0.004,12.646,-0.0095,-0.07,-0.0026,0.0695,stop_loss,signal_C
2018-01-29,2018-01-30,1,251.24984741210935,248.67,238.69,226.12,0.0074,0.0074,12.5626,-0.0426,-0.34,-0.0044,0.0741,stop_loss,signal_C
2018-01-30,2018-02-02,3,248.67282104492188,243.1,236.24,223.81,0.0154,0.0154,12.4146,-0.3928,-3.16,-0.008,0.0807,stop_loss,signal_C
2018-02-27,2018-03-09,10,242.2035675048828,246.12,230.09,217.98,1.4232,1.4232,10.6868,0.8031,7.52,-0.1904,0.2292,profit_target,signal_C
